combo,mode,combo_size,global_prob,high_R_prob,enrichment,circular_shift_p,n_event,n_high_R,n_joint,fdr_q
Mars+Uranus+Sun,either,3,0.13714526214526215,0.12259615384615384,0.8939146123495092,0.5402298850574713,2281,832,102,1.0
Venus+Saturn+Uranus,either,3,0.14586339586339586,0.12980769230769232,0.8899264379478725,0.5562218890554723,2426,832,108,1.0
Uranus+Neptune,either,2,0.10004810004810005,0.08653846153846154,0.8649685650887573,0.5337331334332833,1664,832,72,1.0
Neptune+Pluto,either,2,0.10004810004810005,0.08653846153846154,0.8649685650887573,0.5477261369315343,1664,832,72,1.0
Venus+Uranus+Sun,either,3,0.13413900913900914,0.11538461538461539,0.860186877219598,0.5637181409295352,2231,832,96,1.0
Jupiter+Uranus+Pluto,either,3,0.13666426166426165,0.11658653846153846,0.8530872449152256,0.5222388805597201,2273,832,97,1.0
Mercury+Venus+Mars,at_least_two,3,0.005651755651755652,0.004807692307692308,0.8506546644844518,0.5432283858070964,94,832,4,1.0
Mars+Pluto+Sun,either,3,0.14556277056277056,0.12259615384615384,0.8422219044895625,0.6041979010494752,2421,832,102,1.0
Mars+Uranus+Moon,at_least_two,3,0.005832130832130832,0.004807692307692308,0.8243457573354481,0.4987506246876562,97,832,4,1.0
Venus+Pluto+Sun,either,3,0.14225589225589225,0.11538461538461539,0.8111060537096041,0.6446776611694153,2366,832,96,1.0
Mars+Saturn+Pluto,either,3,0.14375901875901875,0.11658653846153846,0.8109859086960719,0.6116941529235382,2391,832,97,1.0
Venus+Uranus+Pluto,either,3,0.1387085137085137,0.11177884615384616,0.8058542562768831,0.5572213893053474,2307,832,93,1.0
Mercury+Sun,either,2,0.09704184704184704,0.078125,0.8050650557620818,0.7231384307846077,1614,832,65,1.0
Sun+Moon,either,2,0.09740259740259741,0.078125,0.8020833333333333,0.7411294352823589,1620,832,65,1.0
Uranus+Neptune+Sun,either,3,0.13834776334776336,0.11057692307692307,0.7992678768428442,0.6451774112943528,2301,832,92,1.0
Mars+Saturn+Uranus,either,3,0.14592352092352093,0.11658653846153846,0.7989564514595416,0.6496751624187906,2427,832,97,1.0
Mercury+Uranus+Moon,either,3,0.14183501683501684,0.11177884615384616,0.7880906185802328,0.6401799100449775,2359,832,93,1.0
Mercury+Pluto+Moon,either,3,0.14243626743626744,0.11177884615384616,0.7847639380459136,0.6911544227886057,2369,832,93,1.0
Saturn+Moon,either,2,0.09764309764309764,0.07572115384615384,0.7754890583554376,0.5477261369315343,1624,832,63,1.0
Neptune+Pluto+Sun,either,3,0.14892977392977394,0.11057692307692307,0.7424769417098847,0.7251374312843578,2477,832,92,1.0
Mercury+Saturn,either,2,0.09716209716209716,0.07211538461538461,0.7422172505712109,0.553223388305847,1616,832,60,1.0
Saturn+Neptune+Moon,at_least_two,3,0.009860509860509861,0.007211538461538462,0.7313555347091932,0.4077961019490255,164,832,6,1.0
Saturn+Uranus+Neptune,either,3,0.14454064454064455,0.1045673076923077,0.7234456994752335,0.7426286856571714,2404,832,87,1.0
Saturn+Neptune+Pluto,either,3,0.14454064454064455,0.1045673076923077,0.7234456994752335,0.7001499250374813,2404,832,87,1.0
Mars+Uranus+Pluto,either,3,0.13924963924963926,0.0985576923076923,0.707777002789956,0.585207396301849,2316,832,82,1.0
Mars+Pluto+Moon,at_least_two,3,0.006974506974506974,0.004807692307692308,0.6893236074270558,0.4817591204397801,116,832,4,1.0
Mercury+Saturn+Sun,either,3,0.14087301587301587,0.09615384615384616,0.6825568797399784,0.782608695652174,2343,832,80,1.0
Pluto+Sun+Moon,at_least_two,3,0.005291005291005291,0.003605769230769231,0.6814903846153847,0.6561719140429785,88,832,3,1.0
Saturn+Sun+Moon,either,3,0.14135401635401634,0.09615384615384616,0.6802342701959887,0.7951024487756122,2351,832,80,1.0
Venus+Saturn+Neptune,at_least_two,3,0.011243386243386243,0.007211538461538462,0.6414027149321267,0.41179410294852575,187,832,6,1.0
Mars+Saturn+Moon,at_least_two,3,0.007756132756132756,0.004807692307692308,0.6198568872987478,0.5142428785607196,129,832,4,1.0
Uranus+Neptune+Pluto,either,3,0.14285714285714285,0.08653846153846154,0.6057692307692308,0.6876561719140429,2376,832,72,1.0
Uranus+Moon,either,2,0.09698172198172199,0.057692307692307696,0.5948781534646382,0.6906546726636682,1613,832,48,1.0
Pluto+Moon,either,2,0.09740259740259741,0.057692307692307696,0.5923076923076923,0.7526236881559221,1620,832,48,1.0
Mercury+Uranus+Sun,either,3,0.1341991341991342,0.078125,0.5821572580645161,0.8445777111444278,2232,832,65,1.0
Uranus+Sun+Moon,either,3,0.1344997594997595,0.078125,0.5808560572194904,0.8670664667666167,2237,832,65,1.0
Mercury+Venus+Uranus,at_least_two,3,0.006373256373256374,0.003605769230769231,0.5657656023222061,0.47126436781609193,106,832,3,1.0
Mercury+Uranus,either,2,0.0971019721019721,0.054086538461538464,0.55700762086211,0.7556221889055472,1615,832,45,1.0
Mercury+Pluto,either,2,0.09716209716209716,0.054086538461538464,0.5566629379284083,0.7876061969015492,1616,832,45,1.0
Mercury+Pluto+Sun,either,3,0.14417989417989419,0.078125,0.5418577981651376,0.896551724137931,2398,832,65,1.0
Pluto+Sun+Moon,either,3,0.1447811447811448,0.078125,0.5396075581395349,0.9080459770114943,2408,832,65,1.0
Mercury+Venus+Jupiter,at_least_two,3,0.006734006734006734,0.003605769230769231,0.5354567307692308,0.5397301349325337,112,832,3,1.0
Mercury+Mars,all_overlap,2,0.002284752284752285,0.001201923076923077,0.5260627530364372,0.39480259870064965,38,832,1,1.0
Mercury+Mars,at_least_two,2,0.002284752284752285,0.001201923076923077,0.5260627530364372,0.375312343828086,38,832,1,1.0
Saturn+Uranus+Moon,either,3,0.1446007696007696,0.07572115384615384,0.523656644810491,0.9025487256371814,2405,832,63,1.0
Saturn+Pluto+Moon,either,3,0.14502164502164502,0.07572115384615384,0.5221369115958667,0.8515742128935532,2412,832,63,1.0
Mercury+Saturn+Uranus,either,3,0.14424001924001925,0.07211538461538461,0.499967935357681,0.9225387306346826,2399,832,60,1.0
Mercury+Saturn+Pluto,either,3,0.1443001443001443,0.07211538461538461,0.4997596153846154,0.8660669665167416,2400,832,60,1.0
Mercury+Sun+Moon,at_least_two,3,0.007696007696007696,0.003605769230769231,0.4685246394230769,0.7406296851574213,128,832,3,1.0
Mercury+Venus+Pluto,at_least_two,3,0.008237133237133237,0.003605769230769231,0.43774564851207187,0.5212393803098451,137,832,3,1.0
Saturn+Sun,either,2,0.09613997113997114,0.042067307692307696,0.4375631404243037,0.8455772113943029,1599,832,35,1.0
Saturn+Sun+Moon,at_least_two,3,0.008477633477633478,0.003605769230769231,0.42532733224222585,0.6356821589205397,141,832,3,1.0
Mercury+Venus+Saturn,at_least_two,3,0.008597883597883597,0.003605769230769231,0.41937869822485213,0.6391804097951025,143,832,3,1.0
Uranus+Pluto+Moon,either,3,0.1376863876863877,0.057692307692307696,0.4190124286194155,0.7936031984007996,2290,832,48,1.0
Mercury+Uranus+Pluto,either,3,0.1373857623857624,0.054086538461538464,0.39368372327890927,0.8315842078960519,2285,832,45,1.0
Saturn+Uranus+Sun,either,3,0.13558201058201058,0.042067307692307696,0.3102720450281426,0.9610194902548725,2255,832,35,1.0
Saturn+Pluto+Sun,either,3,0.14616402116402116,0.042067307692307696,0.2878089105464671,0.9525237381309345,2431,832,35,1.0
Uranus+Sun,either,2,0.08946608946608947,0.02403846153846154,0.2686879652605459,0.9095452273863068,1488,832,20,1.0
Uranus+Sun+Moon,at_least_two,3,0.01485088985088985,0.003605769230769231,0.2427981937091249,0.7201399300349826,247,832,3,1.0
Pluto+Sun,either,2,0.10004810004810005,0.02403846153846154,0.24026904585798817,0.9420289855072463,1664,832,20,1.0
Mercury+Mars+Uranus,at_least_two,3,0.005952380952380952,0.001201923076923077,0.20192307692307696,0.6201899050474763,99,832,1,1.0
Mercury+Mars+Neptune,at_least_two,3,0.006012506012506013,0.001201923076923077,0.19990384615384615,0.6456771614192903,100,832,1,1.0
Uranus+Pluto+Sun,either,3,0.13227513227513227,0.02403846153846154,0.18173076923076925,0.9465267366316842,2200,832,20,1.0
Saturn+Uranus,either,2,0.10004810004810005,0.018028846153846152,0.1802017843934911,0.9425287356321839,1664,832,15,1.0
Saturn+Pluto,either,2,0.10004810004810005,0.018028846153846152,0.1802017843934911,0.9130434782608695,1664,832,15,1.0
Mercury+Mars+Sun,at_least_two,3,0.006914381914381915,0.001201923076923077,0.1738294314381271,0.6991504247876063,115,832,1,1.0
Mercury+Mars+Pluto,at_least_two,3,0.007335257335257335,0.001201923076923077,0.16385561160151324,0.657671164417791,122,832,1,1.0
Mercury+Mars+Jupiter,at_least_two,3,0.007575757575757576,0.001201923076923077,0.15865384615384615,0.6921539230384808,126,832,1,1.0
Mercury+Mars+Saturn,at_least_two,3,0.008597883597883597,0.001201923076923077,0.13979289940828404,0.6121939030484758,143,832,1,1.0
Saturn+Uranus+Pluto,either,3,0.14285714285714285,0.018028846153846152,0.12620192307692307,0.9555222388805598,2376,832,15,1.0
Mercury+Jupiter,all_overlap,2,0.0024651274651274653,0.0,0.0,1.0,41,832,0,1.0
Mercury+Jupiter,at_least_two,2,0.0024651274651274653,0.0,0.0,1.0,41,832,0,1.0
Mercury+Saturn,all_overlap,2,0.002886002886002886,0.0,0.0,1.0,48,832,0,1.0
Mercury+Saturn,at_least_two,2,0.002886002886002886,0.0,0.0,1.0,48,832,0,1.0
Mercury+Uranus,all_overlap,2,0.002946127946127946,0.0,0.0,1.0,49,832,0,1.0
Mercury+Uranus,at_least_two,2,0.002946127946127946,0.0,0.0,1.0,49,832,0,1.0
Mercury+Neptune,all_overlap,2,0.0035473785473785473,0.0,0.0,1.0,59,832,0,1.0
Mercury+Neptune,at_least_two,2,0.0035473785473785473,0.0,0.0,1.0,59,832,0,1.0
Mercury+Pluto,all_overlap,2,0.002886002886002886,0.0,0.0,1.0,48,832,0,1.0
Mercury+Pluto,at_least_two,2,0.002886002886002886,0.0,0.0,1.0,48,832,0,1.0
Mercury+Sun,all_overlap,2,0.0030062530062530063,0.0,0.0,1.0,50,832,0,1.0
Mercury+Sun,at_least_two,2,0.0030062530062530063,0.0,0.0,1.0,50,832,0,1.0
Mercury+Moon,all_overlap,2,0.002284752284752285,0.0,0.0,1.0,38,832,0,1.0
Mercury+Moon,at_least_two,2,0.002284752284752285,0.0,0.0,1.0,38,832,0,1.0
Venus+Mars,all_overlap,2,0.0005411255411255411,0.0,0.0,1.0,9,832,0,1.0
Venus+Mars,at_least_two,2,0.0005411255411255411,0.0,0.0,1.0,9,832,0,1.0
Venus+Jupiter,all_overlap,2,0.001924001924001924,0.0,0.0,1.0,32,832,0,1.0
Venus+Jupiter,at_least_two,2,0.001924001924001924,0.0,0.0,1.0,32,832,0,1.0
Venus+Saturn,all_overlap,2,0.002886002886002886,0.0,0.0,1.0,48,832,0,1.0
Venus+Saturn,at_least_two,2,0.002886002886002886,0.0,0.0,1.0,48,832,0,1.0
Venus+Uranus,all_overlap,2,0.0013227513227513227,0.0,0.0,1.0,22,832,0,1.0
Venus+Uranus,at_least_two,2,0.0013227513227513227,0.0,0.0,1.0,22,832,0,1.0
Venus+Pluto,all_overlap,2,0.003246753246753247,0.0,0.0,1.0,54,832,0,1.0
Venus+Pluto,at_least_two,2,0.003246753246753247,0.0,0.0,1.0,54,832,0,1.0
Mars+Jupiter,all_overlap,2,0.002825877825877826,0.0,0.0,1.0,47,832,0,1.0
Mars+Jupiter,at_least_two,2,0.002825877825877826,0.0,0.0,1.0,47,832,0,1.0
Mars+Saturn,all_overlap,2,0.003427128427128427,0.0,0.0,1.0,57,832,0,1.0
Mars+Saturn,at_least_two,2,0.003427128427128427,0.0,0.0,1.0,57,832,0,1.0
Mars+Uranus,all_overlap,2,0.0007215007215007215,0.0,0.0,1.0,12,832,0,1.0
Mars+Uranus,at_least_two,2,0.0007215007215007215,0.0,0.0,1.0,12,832,0,1.0
Mars+Neptune,all_overlap,2,0.00018037518037518038,0.0,0.0,1.0,3,832,0,1.0
Mars+Neptune,at_least_two,2,0.00018037518037518038,0.0,0.0,1.0,3,832,0,1.0
Mars+Pluto,all_overlap,2,0.002886002886002886,0.0,0.0,1.0,48,832,0,1.0
Mars+Pluto,at_least_two,2,0.002886002886002886,0.0,0.0,1.0,48,832,0,1.0
Mars+Sun,all_overlap,2,0.0016233766233766235,0.0,0.0,1.0,27,832,0,1.0
Mars+Sun,at_least_two,2,0.0016233766233766235,0.0,0.0,1.0,27,832,0,1.0
Jupiter+Saturn,all_overlap,2,0.00474987974987975,0.0,0.0,1.0,79,832,0,1.0
Jupiter+Saturn,at_least_two,2,0.00474987974987975,0.0,0.0,1.0,79,832,0,1.0
Jupiter+Uranus,all_overlap,2,0.0025252525252525255,0.0,0.0,1.0,42,832,0,1.0
Jupiter+Uranus,at_least_two,2,0.0025252525252525255,0.0,0.0,1.0,42,832,0,1.0
Jupiter+Pluto,all_overlap,2,0.003848003848003848,0.0,0.0,1.0,64,832,0,1.0
Jupiter+Pluto,at_least_two,2,0.003848003848003848,0.0,0.0,1.0,64,832,0,1.0
Jupiter+Sun,all_overlap,2,0.003908128908128908,0.0,0.0,1.0,65,832,0,1.0
Jupiter+Sun,at_least_two,2,0.003908128908128908,0.0,0.0,1.0,65,832,0,1.0
Saturn+Neptune,all_overlap,2,0.005531505531505531,0.0,0.0,1.0,92,832,0,1.0
Saturn+Neptune,at_least_two,2,0.005531505531505531,0.0,0.0,1.0,92,832,0,1.0
Saturn+Sun,all_overlap,2,0.003908128908128908,0.0,0.0,1.0,65,832,0,1.0
Saturn+Sun,at_least_two,2,0.003908128908128908,0.0,0.0,1.0,65,832,0,1.0
Saturn+Moon,all_overlap,2,0.002405002405002405,0.0,0.0,1.0,40,832,0,1.0
Saturn+Moon,at_least_two,2,0.002405002405002405,0.0,0.0,1.0,40,832,0,1.0
Uranus+Pluto,either,2,0.09283309283309284,0.0,0.0,1.0,1544,832,0,1.0
Uranus+Pluto,all_overlap,2,0.007215007215007215,0.0,0.0,1.0,120,832,0,1.0
Uranus+Pluto,at_least_two,2,0.007215007215007215,0.0,0.0,1.0,120,832,0,1.0
Uranus+Sun,all_overlap,2,0.010582010582010581,0.0,0.0,1.0,176,832,0,1.0
Uranus+Sun,at_least_two,2,0.010582010582010581,0.0,0.0,1.0,176,832,0,1.0
Uranus+Moon,all_overlap,2,0.0030663780663780665,0.0,0.0,1.0,51,832,0,1.0
Uranus+Moon,at_least_two,2,0.0030663780663780665,0.0,0.0,1.0,51,832,0,1.0
Neptune+Sun,all_overlap,2,0.0011423761423761424,0.0,0.0,1.0,19,832,0,1.0
Neptune+Sun,at_least_two,2,0.0011423761423761424,0.0,0.0,1.0,19,832,0,1.0
Pluto+Moon,all_overlap,2,0.0026455026455026454,0.0,0.0,1.0,44,832,0,1.0
Pluto+Moon,at_least_two,2,0.0026455026455026454,0.0,0.0,1.0,44,832,0,1.0
Mercury+Venus+Jupiter,all_overlap,3,0.0002405002405002405,0.0,0.0,1.0,4,832,0,1.0
Mercury+Venus+Uranus,all_overlap,3,0.00036075036075036075,0.0,0.0,1.0,6,832,0,1.0
Mercury+Venus+Neptune,all_overlap,3,0.00042087542087542086,0.0,0.0,1.0,7,832,0,1.0
Mercury+Venus+Pluto,all_overlap,3,0.00036075036075036075,0.0,0.0,1.0,6,832,0,1.0
Mercury+Venus+Sun,all_overlap,3,0.0002405002405002405,0.0,0.0,1.0,4,832,0,1.0
Mercury+Venus+Moon,all_overlap,3,0.00036075036075036075,0.0,0.0,1.0,6,832,0,1.0
Mercury+Mars+Pluto,all_overlap,3,0.00036075036075036075,0.0,0.0,1.0,6,832,0,1.0
Mercury+Jupiter+Saturn,all_overlap,3,0.00012025012025012025,0.0,0.0,1.0,2,832,0,1.0
Mercury+Jupiter+Saturn,at_least_two,3,0.009860509860509861,0.0,0.0,1.0,164,832,0,1.0
Mercury+Jupiter+Uranus,all_overlap,3,0.0002405002405002405,0.0,0.0,1.0,4,832,0,1.0
Mercury+Jupiter+Uranus,at_least_two,3,0.007455507455507456,0.0,0.0,1.0,124,832,0,1.0
Mercury+Jupiter+Neptune,at_least_two,3,0.006012506012506013,0.0,0.0,1.0,100,832,0,1.0
Mercury+Jupiter+Pluto,all_overlap,3,0.00036075036075036075,0.0,0.0,1.0,6,832,0,1.0
Mercury+Jupiter+Pluto,at_least_two,3,0.008477633477633478,0.0,0.0,1.0,141,832,0,1.0
Mercury+Jupiter+Sun,all_overlap,3,0.0002405002405002405,0.0,0.0,1.0,4,832,0,1.0
Mercury+Jupiter+Sun,at_least_two,3,0.008898508898508899,0.0,0.0,1.0,148,832,0,1.0
Mercury+Jupiter+Moon,all_overlap,3,0.00012025012025012025,0.0,0.0,1.0,2,832,0,1.0
Mercury+Saturn+Uranus,at_least_two,3,0.005832130832130832,0.0,0.0,1.0,97,832,0,1.0
Mercury+Saturn+Neptune,all_overlap,3,0.00042087542087542086,0.0,0.0,1.0,7,832,0,1.0
Mercury+Saturn+Neptune,at_least_two,3,0.011123136123136123,0.0,0.0,1.0,185,832,0,1.0
Mercury+Saturn+Pluto,at_least_two,3,0.005772005772005772,0.0,0.0,1.0,96,832,0,1.0
Mercury+Saturn+Sun,all_overlap,3,0.0006012506012506013,0.0,0.0,1.0,10,832,0,1.0
Mercury+Saturn+Sun,at_least_two,3,0.008597883597883597,0.0,0.0,1.0,143,832,0,1.0
Mercury+Saturn+Moon,all_overlap,3,6.012506012506013e-05,0.0,0.0,1.0,1,832,0,1.0
Mercury+Saturn+Moon,at_least_two,3,0.007455507455507456,0.0,0.0,1.0,124,832,0,1.0
Mercury+Uranus+Neptune,at_least_two,3,0.006493506493506494,0.0,0.0,1.0,108,832,0,1.0
Mercury+Uranus+Pluto,all_overlap,3,0.00036075036075036075,0.0,0.0,1.0,6,832,0,1.0
Mercury+Uranus+Pluto,at_least_two,3,0.012325637325637325,0.0,0.0,1.0,205,832,0,1.0
Mercury+Uranus+Sun,all_overlap,3,0.0006613756613756613,0.0,0.0,1.0,11,832,0,1.0
Mercury+Uranus+Sun,at_least_two,3,0.01521164021164021,0.0,0.0,1.0,253,832,0,1.0
Mercury+Uranus+Moon,all_overlap,3,6.012506012506013e-05,0.0,0.0,1.0,1,832,0,1.0
Mercury+Uranus+Moon,at_least_two,3,0.008177008177008177,0.0,0.0,1.0,136,832,0,1.0
Mercury+Neptune+Pluto,at_least_two,3,0.006433381433381433,0.0,0.0,1.0,107,832,0,1.0
Mercury+Neptune+Sun,at_least_two,3,0.007696007696007696,0.0,0.0,1.0,128,832,0,1.0
Mercury+Neptune+Moon,all_overlap,3,0.0005411255411255411,0.0,0.0,1.0,9,832,0,1.0
Mercury+Pluto+Sun,at_least_two,3,0.005892255892255892,0.0,0.0,1.0,98,832,0,1.0
Mercury+Pluto+Moon,all_overlap,3,0.00018037518037518038,0.0,0.0,1.0,3,832,0,1.0
Mercury+Pluto+Moon,at_least_two,3,0.007455507455507456,0.0,0.0,1.0,124,832,0,1.0
Mercury+Sun+Moon,all_overlap,3,0.00012025012025012025,0.0,0.0,1.0,2,832,0,1.0
Venus+Mars+Jupiter,at_least_two,3,0.005291005291005291,0.0,0.0,1.0,88,832,0,1.0
Venus+Mars+Saturn,at_least_two,3,0.006854256854256854,0.0,0.0,1.0,114,832,0,1.0
Venus+Mars+Uranus,at_least_two,3,0.002585377585377585,0.0,0.0,1.0,43,832,0,1.0
Venus+Mars+Pluto,at_least_two,3,0.006673881673881674,0.0,0.0,1.0,111,832,0,1.0
Venus+Jupiter+Saturn,at_least_two,3,0.00955988455988456,0.0,0.0,1.0,159,832,0,1.0
Venus+Jupiter+Uranus,all_overlap,3,0.0005411255411255411,0.0,0.0,1.0,9,832,0,1.0
Venus+Jupiter+Uranus,at_least_two,3,0.00468975468975469,0.0,0.0,1.0,78,832,0,1.0
Venus+Jupiter+Pluto,at_least_two,3,0.009018759018759018,0.0,0.0,1.0,150,832,0,1.0
Venus+Jupiter+Sun,all_overlap,3,0.0015632515632515633,0.0,0.0,1.0,26,832,0,1.0
Venus+Jupiter+Moon,all_overlap,3,0.0002405002405002405,0.0,0.0,1.0,4,832,0,1.0
Venus+Saturn+Uranus,at_least_two,3,0.004208754208754209,0.0,0.0,1.0,70,832,0,1.0
Venus+Saturn+Neptune,all_overlap,3,0.00012025012025012025,0.0,0.0,1.0,2,832,0,1.0
Venus+Saturn+Pluto,at_least_two,3,0.006132756132756133,0.0,0.0,1.0,102,832,0,1.0
Venus+Saturn+Sun,all_overlap,3,0.000481000481000481,0.0,0.0,1.0,8,832,0,1.0
Venus+Uranus+Pluto,all_overlap,3,0.00042087542087542086,0.0,0.0,1.0,7,832,0,1.0
Venus+Uranus+Pluto,at_least_two,3,0.010942760942760943,0.0,0.0,1.0,182,832,0,1.0
Venus+Uranus+Sun,all_overlap,3,0.0005411255411255411,0.0,0.0,1.0,9,832,0,1.0
Venus+Neptune+Moon,all_overlap,3,0.00018037518037518038,0.0,0.0,1.0,3,832,0,1.0
Venus+Pluto+Moon,all_overlap,3,0.00018037518037518038,0.0,0.0,1.0,3,832,0,1.0
Mars+Jupiter+Saturn,at_least_two,3,0.011002886002886002,0.0,0.0,1.0,183,832,0,1.0
Mars+Jupiter+Uranus,at_least_two,3,0.006072631072631072,0.0,0.0,1.0,101,832,0,1.0
Mars+Jupiter+Neptune,at_least_two,3,0.0030062530062530063,0.0,0.0,1.0,50,832,0,1.0
Mars+Jupiter+Pluto,at_least_two,3,0.00955988455988456,0.0,0.0,1.0,159,832,0,1.0
Mars+Jupiter+Sun,at_least_two,3,0.008357383357383357,0.0,0.0,1.0,139,832,0,1.0
Mars+Saturn+Uranus,at_least_two,3,0.004148629148629149,0.0,0.0,1.0,69,832,0,1.0
Mars+Saturn+Neptune,at_least_two,3,0.00913900913900914,0.0,0.0,1.0,152,832,0,1.0
Mars+Saturn+Pluto,at_least_two,3,0.006313131313131313,0.0,0.0,1.0,105,832,0,1.0
Mars+Saturn+Sun,at_least_two,3,0.00895863395863396,0.0,0.0,1.0,149,832,0,1.0
Mars+Saturn+Moon,all_overlap,3,6.012506012506013e-05,0.0,0.0,1.0,1,832,0,1.0
Mars+Uranus+Neptune,at_least_two,3,0.0009018759018759019,0.0,0.0,1.0,15,832,0,1.0
Mars+Uranus+Pluto,at_least_two,3,0.010822510822510822,0.0,0.0,1.0,180,832,0,1.0
Mars+Uranus+Sun,at_least_two,3,0.012926887926887927,0.0,0.0,1.0,215,832,0,1.0
Mars+Neptune+Pluto,at_least_two,3,0.0030663780663780665,0.0,0.0,1.0,51,832,0,1.0
Mars+Neptune+Sun,all_overlap,3,0.00018037518037518038,0.0,0.0,1.0,3,832,0,1.0
Mars+Neptune+Sun,at_least_two,3,0.002585377585377585,0.0,0.0,1.0,43,832,0,1.0
Mars+Pluto+Sun,at_least_two,3,0.004509379509379509,0.0,0.0,1.0,75,832,0,1.0
Mars+Pluto+Moon,all_overlap,3,0.00030062530062530064,0.0,0.0,1.0,5,832,0,1.0
Jupiter+Saturn+Uranus,at_least_two,3,0.007275132275132275,0.0,0.0,1.0,121,832,0,1.0
Jupiter+Saturn+Neptune,at_least_two,3,0.010281385281385282,0.0,0.0,1.0,171,832,0,1.0
Jupiter+Saturn+Pluto,at_least_two,3,0.008597883597883597,0.0,0.0,1.0,143,832,0,1.0
Jupiter+Saturn+Sun,all_overlap,3,0.00012025012025012025,0.0,0.0,1.0,2,832,0,1.0
Jupiter+Saturn+Sun,at_least_two,3,0.012325637325637325,0.0,0.0,1.0,205,832,0,1.0
Jupiter+Saturn+Moon,all_overlap,3,0.0002405002405002405,0.0,0.0,1.0,4,832,0,1.0
Jupiter+Uranus+Neptune,at_least_two,3,0.0025252525252525255,0.0,0.0,1.0,42,832,0,1.0
Jupiter+Uranus+Pluto,all_overlap,3,0.00018037518037518038,0.0,0.0,1.0,3,832,0,1.0
Jupiter+Uranus+Pluto,at_least_two,3,0.013227513227513227,0.0,0.0,1.0,220,832,0,1.0
Jupiter+Uranus+Sun,all_overlap,3,0.001022126022126022,0.0,0.0,1.0,17,832,0,1.0
Jupiter+Uranus+Sun,at_least_two,3,0.014971139971139972,0.0,0.0,1.0,249,832,0,1.0
Jupiter+Neptune+Pluto,at_least_two,3,0.003848003848003848,0.0,0.0,1.0,64,832,0,1.0
Jupiter+Neptune+Sun,at_least_two,3,0.005050505050505051,0.0,0.0,1.0,84,832,0,1.0
Jupiter+Pluto+Sun,at_least_two,3,0.007756132756132756,0.0,0.0,1.0,129,832,0,1.0
Jupiter+Sun+Moon,all_overlap,3,0.00030062530062530064,0.0,0.0,1.0,5,832,0,1.0
Saturn+Uranus+Neptune,at_least_two,3,0.005531505531505531,0.0,0.0,1.0,92,832,0,1.0
Saturn+Uranus+Pluto,at_least_two,3,0.007215007215007215,0.0,0.0,1.0,120,832,0,1.0
Saturn+Uranus+Sun,at_least_two,3,0.01449013949013949,0.0,0.0,1.0,241,832,0,1.0
Saturn+Uranus+Moon,at_least_two,3,0.005471380471380472,0.0,0.0,1.0,91,832,0,1.0
Saturn+Neptune+Pluto,at_least_two,3,0.005531505531505531,0.0,0.0,1.0,92,832,0,1.0
Saturn+Neptune+Sun,at_least_two,3,0.010582010582010581,0.0,0.0,1.0,176,832,0,1.0
Saturn+Neptune+Moon,all_overlap,3,0.00036075036075036075,0.0,0.0,1.0,6,832,0,1.0
Saturn+Pluto+Sun,at_least_two,3,0.003908128908128908,0.0,0.0,1.0,65,832,0,1.0
Saturn+Pluto+Moon,at_least_two,3,0.005050505050505051,0.0,0.0,1.0,84,832,0,1.0
Saturn+Sun+Moon,all_overlap,3,0.0002405002405002405,0.0,0.0,1.0,4,832,0,1.0
Uranus+Neptune+Pluto,at_least_two,3,0.007215007215007215,0.0,0.0,1.0,120,832,0,1.0
Uranus+Neptune+Sun,at_least_two,3,0.011724386724386724,0.0,0.0,1.0,195,832,0,1.0
Uranus+Pluto+Sun,at_least_two,3,0.017797017797017797,0.0,0.0,1.0,296,832,0,1.0
Uranus+Pluto+Moon,all_overlap,3,0.0005411255411255411,0.0,0.0,1.0,9,832,0,1.0
Uranus+Pluto+Moon,at_least_two,3,0.011844636844636845,0.0,0.0,1.0,197,832,0,1.0
Uranus+Sun+Moon,all_overlap,3,0.0007215007215007215,0.0,0.0,1.0,12,832,0,1.0
Neptune+Pluto+Sun,at_least_two,3,0.0011423761423761424,0.0,0.0,1.0,19,832,0,1.0
Neptune+Sun+Moon,all_overlap,3,6.012506012506013e-05,0.0,0.0,1.0,1,832,0,1.0
